;name;category;level;description;input;output;has_images;s_level;submissions;solved;ratio
2039;Programmers Should Learn Theory of Computation;Graph;6;"During his adventure in Imaginationland, Alan Leopold ""Butters"" Stotch Turing invented his famous ice cream machine. You only have to say the flavor and the machine makes a delicious ice cream!

					Image source: http://southpark.cc.com/avatar

					At this moment, Butters is worried about one thing. He is capable of building his machine in many different ways; and he's doing experiments to decide which is the best. You decided to help him, because you're anxious for a vanilla ice cream. Given a description of a machine and a series of Q queries of flavors, Butters wants to know how many steps this machine takes to make the ice cream of each query.

					An ice cream machine is a configuration with a state (an integer number), a string and a position in this string. For each configuration <state,string,position>, a step is generating a new configuration: the state is updated, the symbol at the current position is updated; and the current position is moved to an adjacent one (leftward, or rightward). If the command moves the position to a position beyond the limits of the string, a white space should be concatenated in the respective end of the string; and the position of the new configuration should point to this white space. The machine starts with the configuration <1,flavor,1>, where flavor is a string and the second 1 indicates the first position of this string. The machine halts when it reaches a configuration whose state is the integer S, as in ""sorvete"" (ice cream in portuguese).

					The magical trick is that, for each configuration <state,string,position>, the Butters machine is capable of executing many different steps, so it can make the ice cream faster. Whenever the machine reaches a configuration that leads to multiple new configurations, the machine creates copies of itself, so each copy continues independently. There is a new copy for each new configuration. After creating copies for new configurations, the machine dies. If a particular configuration doesn't leads to any new configuration, it just dies. The process ends when any copy halts and finishes making the ice cream. It is guaranteed that some branch of the machine will halt and give the ice cream.";"The input has several test cases and finishes with end of file.

					The first line of a test case contains the integers N, S and Q, where 0 ≤ N ≤ 25 and 1 ≤ S,Q ≤ 10.

					The next N lines describe the commands of the machine to be tested. Each line is in the format q a t b c, indicating that if a configuration is in the state q and the symbol at the current position is a, there must be a new configuration with state t, update the symbol at the current position to b and the current position should move in direction c, according the description of the statement. Note that 1 ≤ q,t ≤ S. The input a can be a lowercase letter, '0', or '~' followed by a non-empty string w, which may contain lowercase letters or '0'. In the third case, the command should be executed when the symbol at the current position do not occurs in w. The input b can be a lowercase letter, '0', or '*'. In the third case, the symbol at the current position should not be updated. The input c is either 'E' (of ""esquerda"", left in portuguese), or 'D' (of ""direita"", right in portuguese). The symbol '0' means a white space.

					The next Q lines describe the queries. Each line is a string flavor of lowercase letters, with at least 1 and at most 20 letters.";For each query of each test case, print a line with the number of steps of the branch that produced the ice cream.;True;6 / 10;21;11;52.38%
2040;The Champion;Ad-Hoc;7;"Thyago is a big fan of Sport Club Recife Football Team and always follows the final of the championships when his team is playing. As games are usually at night and Thyago is busy at that time working or teaching class, he don't have time to watch the games of his favorite team and don't have time to accompany the total score of championship throughout the day and championship is in the final round. Deoclécio, who is a friend of Thyago and also very fond of football, is watching the league and annotated the score of all times so far and also the score of the final round matches.

Your task is to help Deoclécio making a program that given the name of the participating teams in the league and your score so far and the score of the last game, determine which was the team champion and the final score of this team.

Championship Rules:


	Each goal scored worth 3 points to the team;
	If teams tied the match, will be added +1 point for each team of match;
	Team winner of a match wins +5 points.


Observations:


	Is guaranteed there will always have a team winner of league;
	Sport' team will always appear on test cases;
	Will not have score tied on final score between two or more teams after scoreboards;
	Team name on input will always have 1 word only;
	On input haven't team names repeated and team names don't have special characters;
	None of the teams play more than once (more than one match on the same test case).";"The input contains several test cases. The first line contains an integer N (2 ≤ N ≤ 100) representing the quantity of following teams are participating in the championship. Next, Ni lines containing the team name S and team score P until now (0 ≤ P ≤ 100). After this, will have N/2 lines containing score of each game on the last round, in format ""TeamA goalsA-goalsB TeamB"", as illustrated in the example below. The input ends with N = 0, which shouldn't be processed.";"For each test case in input, your program must produce one line of output containing if Sport' team is the champion: ""O Sport foi o campeao com X pontos :D"", being X total number of points of team. Otherwise, your program should produce this following line: ""O Sport nao foi o campeao. O time campeao foi o S com X pontos :("", being S name of winner team and X total number of poinst of team. Leave a blank line after each test case.";True;7 / 10;509;167;32.81%
2041;Gödelito's Sequence;Ad-Hoc;5;"Gödelito is fascinated by mathematical and logical issues and spends a lot of time playing in trying to figure out the semantics behind the mathematical sequences. The most fun to Gödelito is not so much to find the next number in the sequence, but understand the axioms which determine the shape of the sequences.
					Many sequences are dictated by mathematical rules, for example the Fibonacci sequence whose axiom is that each number is the sum of the previous two. Other sequences involve more semantic axioms, for example the following: 2, 10, 12, 16, 17, 18, 19, 200 ... in which axiom is: numbers whose name starts with the letter D (in portuguese).
					Gödelito is currently faced with an interesting sequence. After some time he found that the axiom of the sequence is semantic (he tried first several mathematical accounts, which only made him happier when he discovered the meaning of the sequence). The sequence is shown below:

					3
					13
					1113
					3113
					132113
					1113122113
					311311222113
					...

					Gödelito was impressed with how this sequence grows quickly. And how do not want to spend sheets of his notebook to calculate all the numbers he wants he asked for your help to create an algorithm to find the other numbers in the sequence. But he explained to you the meaning of the sequence to make your life easier:
					
					Each sequence number is generated by reading (describing) the above, for example, the second number is 13 because the top row contains one (1) number three (3). The third number is 1113, because the top line contains one (1) number (1) and one (1) number three (3). The fourth number of the sequence is 3113, because the top row contains three (3) numbers one (1) and one (1) number three (3). I think you get the idea, right?";The input consists of several test cases. Each test case is composed of a line having an integer N, which is the nth number of the sequence to be calculated, with 0 <N <= 40.;The output of each test case is a line containing only the nth number of the sequence.;False;5 / 10;597;317;53.10%
2042;Fofão of Persia;Paradigms;9;"It’s known that an organization of extraordinary beings is arising quickly. No one knows for sure from where or how it emerged, but it is remarkable how influential and loved are its members. Scrolls found decades ago indicate that there would be a time when an organization would bring happiness to mankind. And, as it seems, this time has come; Hurricane Cart is here. The scriptures also give name to the legendary beings who are part of the organization: Popeye, Captain America, Patatá, Ben 10, Spider Man, Mickey Mouse, Woody Woodpecker and their supreme leader: Fofão. Because of his from-another-world skills, he is also known as Fofão of Persia.



Despite his superiority, Fofão of Persia has a problem. His city is formed by neighborhoods and bidirectional streets to connect them. There is a wall in each street. Fofão is aboard the Hurricane Cart’s vehicle at neighborhood P, but all the other members are at neighborhood D. In order to gather all members together and break Exodia free, Fofão wants to get to neighborhood D (it’s possible to get to any neighborhood leaving from any neighborhood). When the vehicle enters a street, Fofão doesn’t resist the temptation: he jumps off the vehicle and applies a backflip in that street’s wall and then gets back to the vehicle. Each applied backflip provides happiness to the fans inside the vehicle by an amount of Fi, which depends on the wall’s height. The sole of Fofão’s shoes starts with an amount B of carbon rubber and, for each backflip in a wall, the current amount of carbon rubber decreases by Si, which depends on the wall conditions. If at any time the amount of carbon rubber of Fofão’s sole is X and he tries to apply a backflip in a wall that has Si > X, Fofão explodes. Fofão (and the vehicle’s driver) doesn’t mind passing through the same street several times; the only thing he wants is to get to neighborhood D alive and having provided the maximum possible happiness to his fans. Note that if at any time the vehicle arrives at neighborhood D, the driver will take a nap and no street will be traveled from there on. Write a program to help Fofão: what is the maximum happiness he can bring to his fans while traveling from neighborhood P to neighborhood D?";"The input describes a single test. The first line consists of two integers N and M, representing the number of neighborhoods and the number of streets, respectively. The neighborhoods are numbered from 1 to N. (2 <= N <= 100, 1 <= M <= (N * (N - 1)) / 2)

The second line consists of two integers P and D, representing the source neighborhood and the destination neighborhood, respectively. (1 <= P, D <= N and P != D)

The third line consists of a single integer B, which represents the initial amount of carbon rubber on the sole of Fofão’s shoes. (1 <= B <= 1000).

The M following lines describe the streets (and its corresponding wall). Each street is described by four integers: Xi, Yi, Fi, Si, representing, respectively, the first neighborhood connected to the street, the second neighborhood connected to the street, the amount of happiness that is provided to the fans when Fofão applies a backflip in that street’s wall and the amount of carbon rubber that is decreased from the sole of Fofão’s shoes when a backflip is applied in that street’s wall. (1 <= Xi, Yi <= N, 1 <= Si <= 1000, 1 <= Fi <= 10^9 and Xi != Yi)";Print a line with an integer T that represents the maximum amount of happiness Fofão can provide to his fans while traveling from neighborhood P to neighborhood D. If it’s impossible to Fofão to get to neighborhood D alive, print -1.;True;9 / 10;230;61;26.52%
2043;High Mountains;Computational Geometry;10;"To go on holidays, Horacio and Hernan have sacrificed their participation in an important programming contest. While you are in this contest, they are close to the Andes driving along Highway 40, in Argentina, enjoying a pleasant view of the mountains in the horizon. Right now the sky over the highway is a clear, uniform blue, while the visible part of the mountains is a profile presenting rich and attractive textures. This worries Horacio and Hernan, because they fear that the pictures they are taking will be very expensive to print correctly. For this reason, in the next stop they will take out their laptops and write a program to estimate the area of the mountain profile that has to be printed in each picture. Can you finish this program before them?

                    Horacio and Hernan will be modeling the mountain profile in the following way. Each mountain is represented by an isosceles triangle whose base rests on the X axis of the XY plane. Two equal-length sides connect the endpoints of the base to the opposite vertex of the triangle, which is the tip of the corresponding mountain. To describe the position and shape of the triangle, we use the coordinates along the X axis of the base's endpoints, along with the height of the mountain.

                    The figure below is the model of a mountain profile formed by 4 mountains that are overlapping with one another. The area of the mountain profile that you have to calculate is marked with stripes. The lowest mountain of the figure is described by the values I = 4 (the left endpoint of the mountain base), D = 5 (the right endpoint of the mountain base)  and H = 1 (the height of the mountain).

                    

                    In this problem, you are given the representation of the mountain profile, and you have to find the area of the union of all the corresponding triangles, in such a way that the overlapping parts are counted only once.";Each test case is described using several lines. The first line contains a single integer number N, indicating the number of mountains (1 ≤ N ≤ 1000). Each of the N following lines describes a mountain using three integer numbers I, D and H, representing respectively the X coordinate of the left endpoint of the base, the same for the right endpoint of the base, and the height of the mountain (1 ≤ I, D, H ≤ 105 with I < D). In each test case there are no two mountains that are exactly the same (that is, with equal values for the three parameters I, D and H). The end of the input is signalled by a line containing the number -1.;For each test case, you should print a single line containing a rational number, representing the area of the corresponding mountain profile. Round the result to the closest rational with two decimal digits. In case of ties, round up. Note that you should always use exactly two digits after the decimal dot, even if this means ending with a zero.;True;10 / 10;108;27;25.00%
2044;In Debt;Mathematics;3;"Ignacio and Ines really like science. Luckily they live in Nlogonia, where as everyone knows there are Nscience museums. Both Ignacio and Ines have the next N Saturdays free, so they have agreed on a schedule to visit a different science museum each of these days.

                    Ignacio is quite stingy, so every Saturday he will tell Ines that he has forgotten to bring the money to pay the museum's entrance fee, and will therefore ask her to pay for him. Ines always does so, and because she knows him well she also knows that unless she asks for her money back, he will never pay up. In fact, Ines is certain that even if she asks Ignacio for her money back, he will only accept to pay if the cumulative debt is a multiple of 100, because otherwise he will argue that he has no change to pay exactly, and will thus pay nothing at all.

                    This being the situation, every Sunday if the cumulative debt is a multiple of 100 Ines will go to Ignacio's house to claim her money, and because he'll have no excuse left, he will pay without any type of protest. Of course he doesn't like this, but he is comforted by the idea that if the cumulative debt after visiting theN museums is not a multiple of 100, Ines shall not claim the last part of her money.

                    Ines would like to know how many times she will have to go to Ignacio's house to ask for her money. In order to calculate this, she can provide a list of the prices of the entrance fees to the N science museums in Nlogonia, in the order that she and Ignacio are going to visit them.";Each test case is described using two lines. The first line contains a single integer number N, indicating the number of science museums in Nlogonia (1 ≤ N ≤ 100). The second line contains N integers Pirepresenting the prices of the entrance fees to the different museums, in the order in which they are going to be visited (1 ≤ Pi ≤ 100 for i = 1, ..., N). The end of the input is signalled by a line containing the number -1.;For each test case, you should print a single line containing an integer number, representing the number of times Ines is going to have to go by Ignacio's house to ask for her money.;False;3 / 10;426;296;69.48%
2045;Defending Alamo;Computational Geometry;10;"The Alamo fort, originally named Misión San Antonio de Valero, was founded by missionaries to house the priests and the converted Indians in the region that was disputed by the Americans and Spanish settlers. It was founded in the eighteenth century and served as the stage for the bloodiest battle for the emancipation of Texas. Battle of the Alamo took place on February 23, 1836 when the army of the Gal. Antonio Lopes de Sant'Anna surrounded the fort. Texans and ""Tejanos"" (called ""defenders"") defended the position for 13 days.

                    The Alamo's fort was a fortification of quite intricate shape, surrounded by a high fence. Was often difficult to tell if a soldier was inside or outside the boundaries of the fort.

                    Your task in this problem is, given an instance of a fort, given by the coordinates of the vertices of the fence, the coordinates of the flag of Texas, and the position of several soldiers, determine which of them are ""defenders"" and which are Spanish.";"Several instances are given. Each instance starts with an integer that is the number 0 ≤ n ≤ 1000 of vertices that the fort fence has. The value 0 indicates the end of data. In the following n lines there are the coordinates of the fence posts of the fort. The posts are data from the first, following the fence clockwise. Next is the position of the flag of Texas. On the next line, the number is 0 ≤ m ≤ 1000 people to be checked. In the following m lines have the coordinates of the positions of each person. All coordinates given are integers in the range [-100000; +100000].";For each solved instance, you must print a handle Instancia h where h is an integer, and increasing sequentially from number 1. In the following m lines, you must print soldado k (for k = 1, ..., m) followed by defender or espanhol respectively if the soldier is inside or outside the fort. A blank line should separate the output of each instance.;False;10 / 10;334;39;11.68%
2046;Delivers Steak;Graph;9;"Texas is famous for its excellent quality meat. ""Steaks"" with up to two inches thick roasted in grills are a culinary specialty of the state. In San Antonio is difficult to find pizza delivery by phone, but it is very common to find ""steaks disk"". You call the number and in few minutes there comes a succulent steak at home, hot and ready to eat. It is clear that such efficiency depends on a complicated delivery system. There are several headquarters throughout the city, and whenever a call is done the nearest headquarter is put in action, the steak is roasted and delivery follows with succulent dinner. We know that San Antonio is a planned city. We can imagine the crosses city as vertices of a grid. For some obscure reason, all headquarters are installed at crosses. Your task is to help the company to deliver the steaks.";Several instances are given. For each instance are given the dimensions 0 ≤ M, N ≤ 1000 of the city (will be a grid with M lines and N columns). An N = 0 or M = 0 value indicates the end of data. Next comes the number 0 < K ≤ 100000 of the headquarters. In the following K lines have the coordinates of the headquarters. Next is the number 0 ≤ L ≤ 100000 of calls requesting steaks. In the following L lines have the coordinates of each call position (which are also the vertices of the grid).;For each solved instance, you should print an identifier Instance H where H is an integer, sequential and growing from 1 number. In the following L lines, you should print in which headquarter the corresponding request was attended to that line. In case of more than one headquarter at the same distance, give preference that owning the lowest line index. If the draw persists, give preference to the lowest column index. A blank line should separate the output of each instance.;False;9 / 10;1316;265;20.14%
2047;Fly By Night;Data Structures and Libraries;8;"Bill Poucher announced in Shanghai (China), on last April, that the thirtieth ACM-ICPC World Final will be held in San Antonio (USA) on the second week of 2006.

                    Upon becoming aware of such information (a few months late), an air transport company on Texas - known as Fly by Night Ltd. - decided to take advantage of the event to increment its annual revenue.

                    The goal of the company's CEO was to offer air transport to the teams (including contestants and coaches) and to the support staff (those who make things work) from their cities of origin, in their countries of origin, to the contest site. Trying to ensure the success of his idea, the same CEO offered prices slightly below the market price for those who would be transported. As they were mostly students and professors, they accepted in a minute.

                    As you probably guessed, Fly by Night Ltd. operates night flights. However, instead of having its own airplanes, the company just sells seats in other companies' flights. The company gets a good comission due to the fact that those flights have, historically, a low occupation.

                    However, when the company's employees were checking the flights that were available for the operation, they had a big surprise. Most flights where completely full. Those who were not full didn't have many free seats. Nobody could explain the reason for the irregular demand. Two hypotheses were raised: the proximity of the american spring-break and the popularity of the contest. :-)

                    Trying to save the company (and his own position), the CEO realized it would be necessary to perform indirect flights and transfers. This way, the profit woud be lower, but nothing compared to the loss that the company would have by operating daytime flights or failing to transport the passengers (who, at the time, had already paid for their tickets).

                    The Fly by Night Ltd. employees proposed a set of scenarios with the flights that could be used. What was noticed shortly thereafter was that not all scenarios were viable, since they could not transport the necessary amount of passengers. Finally, the CEO noticed that he didn't have qualified staff to deal with the situation. You were hired to develop a program that, for each built scenario, answer if the scenario is viable or not.";"A scenario, from now on, will be called instance. Your program must be prepared to deal with various instances.

                    Each instance starts with an integer 0 ≤ m ≤ 100 that specifies the number of origin cities of the passengers to be transported. A value m = 0 indicates the end of the instances and must not be processed. Otherwise, for each of the next m lines, the name of a city and the respective number of passengers from that city are given (an non-negative integer less than or equals to 100). The name of the city is between 1 and 20 caracters from the alphabet Σ={a,b,...,z,-}

                    In the next line are given an integer 0 ≤ n ≤ 100, that represents the number of flights in the instance, and the name of the city where the event will occur (the CEO decided that the program must accept that). The name of that city follow the same rules above.

                    In each of the n next lines are given the names of two cities of a flight (origin and destination, respectivelly), followed by a non-negative integer less than of equals to 200 that represents the number of free seats in that flight. Again, the names of the cities are from Σ and with length between 1 and 20. You can assume that there aren't two cities with the same name and that the cities of origin and destination are always different. Furthermore, Fly by Night Ltd. doesn't work with more than one flight between any two cities.

                    In each line of the input, any number of spaces may separate the provided data.";For each solved instance, you must print an identifier Instancia h, where h is an integer number, sequential and increasing from 1. On the next line, you must print viavel if it is possible to transport all passengers from their origin cities to the specified destination, and inviavel otherwise. A blank line must separate the output of each instance. Including the last instance.;False;8 / 10;65;23;35.38%
2048;Houston, We've Got a Problem!;Graph;7;"On July 1st, 1947, a strange object was detected by american force radars installed on Roswell, White Sands and Alamogordo. The tremendous speed and the erratic moves of the object indicated that it wasn't an airplane or meteorite. Four days later, a shepherd and a group of archaeologists found remains of a crashed object to the north of Roswell. Thereafter, american authorities step in and transport the remains of the object to Fort Worth, Texas. They said the wreckage were simply remains of an experimental weather balloon. Many people, however, think it was the remains of an unidentified flying object (UFO). Many years have passed since then, and the case continues to attract attention and generate controversy.

                    A group of ufologists rooted on San Antonio, a texan city located south-southwest of Fort Worth, is convinced that extraterrestrial beings have visited the region frequently ever since. After a lot of research, the ufologists found that they could build an alternative communication network to try to contact the ETs. Such a network would use remains of the old telegraph system from the Texas desert and its alternativity comes from the attempt to avoid, according to them, the intromission of the aforementioned authorities.

                    After a thorough survey (that identified posts, wirings, capacitors, transformers, etc.), the ufologists realized that information transmitted through certain parts of the old telegraph structure had worse quality than others. Based on statistical samples, they obtained, for some pairs of points u and v of the old network, a probability puv of having interference on information transmitted between u and v. Knowing that you would be in the region in April next year, they asked you to build a program to identify the smaller set of paths to be used so that (i) all the desired points are interconnected (even indirectly), and (ii) the total probability of interference on the messages sent through this network is minimum. Eager to discover the truth (which ""is out there...""), you promptly responded to the request.";Your program must be prepared to deal with various instances. Each instance have the following format. On the first line, are specified two integers 0 ≤ n ≤ 100 and 0 ≤ m ≤ n(n-1)/2, which represent, respectivelly, the number of points on the alternative network and the number of pairs of points for which the interference probabilities were measured. On the m following lines, are given (in each line) two integers 1 ≤ u,v ≤ n and a rational 0 ≤ puv ≤ 1 representing that between two points u and v, the probability of interference is puv. A value n = 0 indicates the end of the instances and must not be processed. You can assume that it's always possible to satisfy the restriction (i).;For each solved instance, you must print an identifier Instancia h, where h is an integer number, sequential and growing from 1. On the next line, you must print (with five decimal places) the minimum probability of interference calculated for the instance. A blank line must separate each instance's output.;False;7 / 10;110;50;45.45%
2049;Numbers of Ahmoc;Strings;5;"Before the Hispanic colonization and then the English one, the region of San Antonio was dominated by Indians ahmoc-axhozupeck, ancestors of the Sioux and Apaches. Ethnicity was completely destroyed by the colonists in the eighteenth century, making impossible the task of deciphering their large panels.

                    The Department of Archaeology at Baylor University devotes much of his research to the panels of Ahmoc Indians. Surprisingly the Indians already knew the Hindu numerals, but they did not use it for calculations (after all trade in that civilization did not exist). Baylor archaeologists suspect that the panels full of numbers were merely decorative. Also suspect that some patterns that recurred were signatures of the artists in order to ensure the authenticity of the panel.

                    Your task in this problem is to see if the panels are true, ie, if, indeed, contain the signature of the artist that the archaeologist suspected to be the author.";Several test instances are given. Each instance starts with a positive integer 0 ≤ a ≤ 1000000 which is the signature of the artist. The integer 0 indicates the end of data. The next line is the sequence number of the panel, which can be up to 300000 digits.;"For each solved instance, you should print ""Instance h"" where h is an integer, and increasing sequential number starting from 1. On the next line, you should print ""verdadeiro"" (true) if the sequence of numbers contains the signature of the artist or ""falsa"" (false) if otherwise. A blank line should separate the output of each instance.";False;5 / 10;2626;656;24.98%
2050;Ramsey's Saloon;Paradigms;7;"Bill ""Snake"" Ramsey was one of the most famous saloon owners in San Antonio. His saloon was known up to the West Coast, and his poker tables, which were always full, were also a synonym for electrifying games, lot's of money and, quite often, bloody quarrels.

                    Ramsey had a theory (and his .38 revolver intimidated those who disagreed with it) that at a poker table with 6 participants there would always be 3 who were friends with eachother, or 3 who were enemies between eachother (in those times in San Antonio if you weren't someones friend, he automatically became your enemy). Today we know that in fact Ramsey was right.

                    Your job in this problem is to check Ramsey's statement for various examples.";Multiple poker tables are given (each table always has 6 players). For each table the number M (-1 ≤ M ≤ 15) of pairs of friends is given, followed by, in the next line, the names of the participants of that game (each name is a string with at least 1 and at most 15 characters and you can suppose that the names of the players are pairwise distinct). After that, there are M lines, each one with names of two friends in that table. You should consider that a player is not a friend of himself. The value -1 indicates the end of the data.;For each instance solved, you must print an identifier Instancia h, in which h is an integer, sequential and crescent, starting from 1. On the following lines, you must print the names of three players in that table, followed by sao amigos (are friends) or sao inimigos (are enemies), according to the case. There must be as many lines as cases (relations) determined. These lines must be listed in lexographical order. The same must be true for the three names on any given line. A blank line must sepparate the output of each instance.;False;7 / 10;91;36;39.56%
2051;Karnaugh Maps I;Ad-Hoc;8;"Karnaugh map is a table set up to facilitate the minimization process of logical expressions. They allow simplifications 2, 3, 4 or more variables, this problem we use expressions at most 4 variables. Your task is simple, given the truth table you should print their map Karnaugh and say if the expression is a ""Tautologia"" a ""Contradicao"" or ""Contingencia"".";The first line of input file contains an integer N (0 ≤ N ≤ 50) indicating the number of test cases in the first test case of the line contains an integer V [2, 3, 4] indicating the number of variables that will be used the next 2V lines contain the truth table.;"For each case, you should display the message ""Mapa de Karnaugh"", followed by the same as the example below, after presenting the map you must identify whether it is ""Tautologia"", ""Contradicao"" or ""Contingencia"", a blank line must separate test cases, care spaces, the values in the map should be aligned with the first digit of the column.";False;8 / 10;115;46;40.00%
2052;Karnaugh Maps II;Paradigms;5;"Professor Jack delivered a list of review exercises, saying that next time will make an assessment. The main content of this list is Karnaugh Maps. John received the list, but realized he lacked the Karnaugh Maps. John is smart and knows a friend who's always going to school, and knows how to solve Karnaugh Maps. In this problem you're the friend of John, is that you can help John? Connecting the least amount possible pairs? Following the specifications of the teacher:
                    
                        1st Form pairs: one pair is connected, when you find the smaller adjacent point present.
                        2nd Form isolated terms: connected pairs do not need to be connected a second time.
				    



					 

					  
                       In the Karnaugh Map above it is possible to identify the points connected by following the specifications of the teacher. Connected pairs: pair [2-6] indicates that the 2 point found the smaller adjacent point present 6. Isolated pairs: note that the couple [6-8] is not a pair isolated. The 6 point is connected with the 2 point, and the point 8 is connected with point 7. So it's not a valid pair. One pair is valid if, and only if, one of his points is not connected to any other point. Each pair consists of [ origin-destination ], the couple always begin to be connected to the lowest point present in the N line the entrance, origin, with the lowest adjacent destination this point, a point of origin has four destination points, for example the source point 16 is the point [ 8, 12, 14, 15 ] destination.
                      
					
                       An instance contains an integer N. The next N rows consist of real points in the Karnaugh Map. We're talking about Karnaugh Maps of four variables. Therefore a maximum 16 numbers. As the professor showed an example, everything becomes easier. In the image above you can see that there are four pairs connected: [2-6] [7-8] [12-16] [13-14]. And all points are connected. Help John solve the review exercises.";The first line of each instance contains an integer N ( 1 ≤ N ≤ 105 ), that corresponds to the number of exercises present in the list of professor Jack. The N  lines contains an indefinite number of integers E ( 1 ≤ E ≤ 16 ). Each integer E  indicates that the Karnaugh Map in position E, it's true, this is contains 1, as mentioned above. The entry ends with end-of-file (EOF).;"For each instance, print the message ""Instance #H:"", where H is the instance number, and growing from sequential 01. Then, for each N line of the instance, the professor asked to print, the number of pairs that are connected, the number of points not connected, followed by message ""->"". After, list all connected pairs in ascending order, with a space between two connected pairs. If you cannot connect any point, print the message ""No connection found"". Print a blank line between two consecutive instances.";True;5 / 10;14;2;14.29%
2053;ET Phone Home;Paradigms;6;"Since early 2006 the Seti@home (search program of alien’s life) has recorded strange patterns in radio transmissions received from space. Initially it was believed to treat only about static. But with time and repetition transmissions researchers were becoming convinced that there was something more. Invited to join the project, linguists at Baylor University have identified a language in the transmission. It was a very simple language.

                    The language has several rules of word composition. The composition rules will be described in this problem by the following elements: a set of non-terminal symbols V; a set of terminal symbols T; a special non-terminal symbol called the root; a set of rules for the composition of words.

                    All rules of composition that will be considered here will be the form A → BC or of the form A → a, where A, B, C are elements of V and a is an element of T. The notation above indicates that we can replace the non-terminal A to the left of the arrow by the terminal a (the first case) or by the concatenation of non-terminals A and B (the second case) that appear to the right of the arrow.

                    Repeatedly applying the rules of composition on the root symbol, we can assemble valid words in the language.

                    For example, suppose the following set of composition rules is valid:

                    S → AB

                    A → a

                    B → b

                    The word ab can be obtained from this set of rules of composition as follows:

                    S → AB

                    AB → aB, because A → a

                    aB → ab, because B → b

                    However, the word b can’t be produced from S from that same set of composition rules.

                    Given a set of composition rules and a list of words, your task is to determine, for each word, if it can be produced or not from the rules described in the current instance.";"The input consists of several test cases. Each test follows the rules described above.

                    In the first line of each test appears the root symbol, which will always be a capital letter. In the second line, the set V will be provided as a word composed of only uppercase letters. Each letter of the word will be identified as a member of V.

                    The set T will be given as a word of printable characters (except for # and blank characters) in the third row. Each character of this word will be identified as a member of T. The following several lines which describe the rules of composition for the current instance will be provided.

                    A composition rule as # → # indicates the end of the list of rules of composition.

                    Finally, several lines are provided, each containing a word that we want to know whether or not it can be produced from the root through the rules of composition. These words will not contain any character in V and are composed of a maximum of 50 characters. The list of words ends with a line containing # in the first column.";At the beginning of each instance print the line Instancia k, where k is the number of the current instance. Then, for each word x in the list, print a line in the output saying x e uma palavra valida if it can be obtained from the root through the rules of composition, and x nao e uma palavra valida otherwise. Print a blank line after each instance.;False;6 / 10;12;4;33.33%
2054;Last Year at Marienbad;Ad-Hoc;9;"During the Cold War, the city of Marienbad in Czech Republic was immortalized by the spies who used its luxiorious hotels in exchange for information and even for rest and a holiday getaway. In this city a game became famous, ""Streichholzpiramidentfernungspiel"" as known and appreciated by the spies from both sides of Germany.

                    The game starts with 6 rows of matches. The first row contains 1 match, the second contains 3, the third 5, the fourth 7, the fifth 9 and the sisth 11. Below is a design scheme of the original game.

                    

                    Two people participate in this game, alternating movements. In each turn, a person must take a quantity of matches different than zero from the board. All matches taken in a turn must belong to the same row. Therefore, if a row contains k matches and a player decides to take matches from this row in his turn, he has k different move options (he can take between 1 and k matches).

                    If after a turn the board becomes completely empty (i.e., no matches in every one of the 6 rows), the player from the last turn (the player who removed the last matches) loses the game.

                    Given the description of the board after a few turns, you have to determine if the player who is playing the next turn can win the game, assuming that his opponent is smart, thus always chooses the best possible move.";The input begins with a integer N in the first line, indicating the number of instances of the problem that your program should solve. The next N lines contain the description of the instances. Each one of these lines contain a sequence of 6 integer numbers. The i-th number of the sequence indicates how many matches still remain in the i-th row of the game. All of the sequence numbers are valid (which means that the i-th integer contains a value between 0 and the number of matches in which the i-th row starts with in the game).;"For each instance, you must print an identifier ""Instancia K"", where K is the number of the current instance. On the next line, your program must print ""sim"" if the player wins this instance of the game, and ""nao"" otherwise. Print a new line between each instance.";True;9 / 10;93;26;27.96%
