;name;category;level;description;input;output;has_images;s_level;submissions;solved;ratio
2109;Duelo de Espiões;Paradigmas;10;"Alexey e Boris eram dois agentes da KGB que moravam em Ecaterimburgo nos anos 70. A cidade era um tanto parada, e como nada acontecia,  os dois decidiram inventar um jogo de dados para não morrerem de tédio. Nesse jogo cada um deles começa com A e B pontos de vida respectivamente. Cada um têm à sua disposição um número de ataques possíveis, e eles se alternam atacando um ao outro. Cada ataque é descrito por uma quantidade de dados. Para saber o dano do ataque rodamos essa quantidade de dados e a soma dos valores é igual ao dano causado.

                    Para jogar, eles têm disponível dados honestos com um número de faces entre 1 e 12. Dessa forma, se um dado com L faces for jogado ele vai mostrar um valor inteiro entre 1 e L, com igual probabilidade e de maneira independente de qualquer outro lançamento no jogo.

                    Ambos os jogadores conhecem todos os seus ataques e os do seu oponente e escolhem como atacar em cada turno de forma a maximizar a sua própria probabilidade de vitória.

                    Sua tarefa nesse problema é determinar qual a probabilidade de vitória de cada jogador.";"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF).

                    A primeira linha de cada instância contém quatro inteiros, VA, VB (1 ≤ VA , VB ≤ 300), NA and NB (1 ≤ NA, NB ≤ 10). Cada uma das próximas NA linhas descrevem um ataque do Alexey, elas começam com um inteiro D (1 ≤ D ≤ 3) e são seguidas por outros D inteiros L1 , . . . , LD (1 ≤ Li ≤ 12), indicando que nesse ataque Alexey lança D dados, com L1 , L2 , . . . , LD faces. As próximas NB linhas descrevem os ataques do Boris de maneira análoga.";Para cada instância, imprima uma linha com um único ponto flutuante arredondado para 3 casas decimais, indicando a probabilidade que o Alexey vença o duelo, sendo que ele que começa atacando.;False;10 / 10;39;4;10.26%
2110;Banho de Sol no Jardim;Estruturas e Bibliotecas;10;"Uma empresa quer demolir um prédio para construir um jardim em uma das principais avenidas de Ecaterimburgo, mas antes quer fazer um estudo: descobrir o tempo de luz de sol que esse jardim receberia por dia, considerando que ela irá demolir o prédio escolhido e construir o jardim no lugar. Isso é importante, pois banho de sol é uma atividade muito popular entre os habitantes da cidade durante o verão. O jardim recebe luz do sol se pelo menos um pedaço dele estiver recebendo raios solares.

                    Para facilitar as coisas, a construtora escolheu um dia do ano para fazer as medições. Nesse dia o sol nasce às 5:30 e se põe às 21:30 (no verão russo os dias são longos). Considere que o sol tem velocidade angular constante no céu e que ele nasce no leste e se põe no oeste.

                    Todos os prédios são alinhados na direção leste-oeste, têm a mesma largura e o espaçamento entre eles é constante, o jardim terá largura igual à dos prédios.";"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF).

                    Cada instância consiste de 2 linhas. A primeira linha contém 3 inteiros N (2 ≤ N ≤ 100), L, D (1 ≤ L, D ≤ 100), o número de prédios, a largura de cada um deles, e o espaçamentos entre eles, respectivamente. A segunda linha contém N inteiros hi (0 ≤ hi ≤ 50), as alturas dos prédios. Uma altura de 0 indica que o jardim será construído nessa posição e aparecerá exatamente uma vez. Todas as medidas são em metros.";Para cada caso de teste imprima uma linha contendo o tempo, em minutos, de luz solar que o jardim receberá no dia escolhido, arredondado para 2 casas decimais.;False;10 / 10;103;23;22.33%
2111;Entendendo o Sorobov;Estruturas e Bibliotecas;4;"Instrumentos de ajuda a calcular existem há séculos. Muito antes do surgimento das máquinas de calcular no século XVII, chineses e japoneses faziam uso de ábacos com os quais podem fazer operações matemáticas sofisticadas em velocidade estonteante. Um instrumento semelhante foi recentemente descoberto em escavações nas imediações da cidade de Ecaterimburgo. Acredita-se ser um ábaco similar ao japonês, chamado, em russo, sorobov (copoбob).

                    O sorobov tem nove colunas, onde cada coluna corresponde a um dígito. A coluna mais à direita representa a unidade, a segunda mais à direita representa as dezenas e assim por diante. Existem 7 linhas, sendo as duas primeiras separadas, por uma barra, das 5 últimas. Na parte de cima (duas primeiras linhas) cada coluna possui uma única pedra, que se encostada na barra separadora soma 5 ao valor do dígito correspondente. Na parte de baixo cada coluna possui 4 pedras e um espaço vazio e a quantidade de pedras entre a barra separadora e o espaço vazio é somado ao valor do dígito correspondente. Dessa forma, dizemos que as pedras de cima valem 5 e as de baixo valem 1.

                    

                    Figura 1: Ilustração de como representar os números de 0 a 9.

                    Sua tarefa neste problema será, dado um número N imprimir uma representação da configuração do sorobov correspondente ao número.";A entrada é composta por diversas instâncias e termina com final de arquivo (EOF). Cada instância corresponde a uma única linha contendo o número N a ser inserido no sorobov. A entrada deve ser lida da entrada padrão.;"Para cada instância imprima a representação do número N (0 ≤ N < 109) no sorobov com o seguinte formato.

                    As duas primeiras linhas correspondem às pedras que valem 5, na linha seguinte imprima --------- (nove hífens) e as próximas cinco linhas correpondem às pedras que valem 1. Cada linha de pedras deve conter nove caracteres, onde '0' corresponde a um espaço vazio e '1' a uma pedra. Imprima uma linha em branco ao final de cada instância (inclusive a última).";True;4 / 10;240;113;47.08%
2112;Escalonamento de Salas de Aula;Grafos;7;Os professores da Universidade de Ecaterimburgo não gostam de deslocar-se por longas distâncias. Cada docente deseja que as salas em que ele vai dar aula estejam em posições adjacentes. No início de cada semestre cabe ao responsável pela Comissão de Graduação determinar as salas de aula em que os docentes deverão dar aula. Cada docente sabe que turma de alunos deverá assistir às suas aulas como, por exemplo, alunos do terceiro período de Engenharia Mecânica, ou alunos do primeiro período de Computação, etc. Os alunos de cada turma permanecem na mesma sala em todas as aulas. O importante é que todas as salas em que um docente dá aulas fiquem em posições adjacentes. Nem sempre é possível satisfazer os requisitos dos docentes. Se, por exemplo, um docente dá aulas para o terceiro semestre de Matemática e primeiro semestre de Computação, um segundo dá aulas para o primeiro semestre de Computação e segundo período de Engenharia Elétrica e um terceiro professor dá aulas para os alunos do segundo período de Engenharia Elétrica e terceiro semestre de Matemática, claramente não é possível satisfazer os três professores. Sua tarefa é ajudar o responsável pela alocação das salas, e determinar se é possível satisfazer todos os requisitos dos docentes.;A entrada é composta por diversas instâncias e termina com final de arquivo (EOF). Na primeira linha de cada instância é dado o número de turmas T (1 < T < 103), numeradas de 1 a T, e o número de docentes D (1 < D < 103). Nas D linhas seguintes são dados o número K (0 < K < T) de turmas em que o docente correspondente dá aulas seguido pelas identificações destas turmas em ordem crescente.;"Para cada instância o seu programa deverá imprimir uma permutação das turmas que atenda os requisitos de todos os docentes, ou seja, todas as turmas em que um docente dá aula estejam adjacentes. Caso não exista uma tal permutação seu programa deverá imprimir ""impossivel"". Se existir mais de uma permutação possível, qualquer uma será aceita.";False;7 / 10;15;7;46.67%
2114;Poker;Matemática;9;"Poker é jogado com um baralho tradicional de 52 cartas (13 valores com 4 naipes). Os valores das cartas, em ordem crescente, são: 2, 3,..., 10, Valete, Dama, Rei, Ás. Dada uma mesa de poker, com dois jogadores, sua tarefa é determinar quem ganhou.

                    Cada jogador possui duas cartas próprias e há cinco cartas comuns aos dois jogadores na mesa. Ganha quem conseguir uma mão de cinco cartas mais valiosa, entre as suas duas cartas próprias e as cinco cartas da mesa. Uma carta da mesa pode ser usada pelos dois jogadores ao mesmo tempo e a mão mais valiosa de um ou dos dois jogadores pode ser obtida ignorando as suas duas cartas próprias e usando as cinco comuns.

                    Para comparar duas mãos de cinco cartas, verifica-se em quais tipos da lista abaixo elas se encaixam. Se uma mão se encaixar em mais de um tipo, escolhe-se o mais valioso. Se as duas mãos se encaixarem num mesmo tipo, se aplica uma regra de desempate específica para este tipo.

                    A lista de tipos de mãos, ordenados do menos valioso para o mais valioso, e seus respectivos critérios de desempate é:

                    
                        Carta mais alta: qualquer mão que não se enquadre em nenhum dos demais tipos. No desempate, as cinco cartas são comparadas uma a uma, da mais valiosa para a menos, até uma mão apresentar uma carta com valor maior que o da outra.
                        Um par: duas cartas de mesmo valor. O desempate é análogo ao da carta mais alta comparando primeiro o valor do par e depois as demais cartas;
                        Dois pares: dois pares. O desempate é análogo ao da carta mais alta comparando primeiro o valor do par mais valioso, depois o valor do par menos valioso e por fim a carta restante;
                        Trinca: três cartas de mesmo valor. O desempate é análogo ao do par;
                        Straight: sequência de cinco cartas de valores consecutivos. Neste caso o Ás pode tomar o valor tanto de carta mais baixa (antes do 2) ou de mais alta (depois do Rei). O desempate é feito pela carta de maior valor, sendo que excepcionalmente o Ás tem o menor valor se aparecer antes do 2;
                        Flush: cinco cartas do mesmo naipe. O desempate é feito pelo critério da carta mais alta;
                        Full House: uma trinca e um par. No desempate é comparado primeiro o valor da trinca. Persistindo o empate, é comparado o valor do par;
                        Quadra: quatro cartas com um mesmo valor. No desempate compara-se o valor da quadra e depois a carta restante;
                        Straight Flush: straight e ﬂush simultaneamente. O desempate é feito como no straight.
                    

                    Note que é possível persistir o empate mesmo depois de aplicadas as regras de desempate. Os naipes das cartas só são considerados para definir um ﬂush, não sendo considerados em nenhuma regra de desempate.";"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF).

                    Cada instância é composta por três linhas. As duas primeiras linhas contêm a descrição de duas cartas cada uma, separadas por espaço. A primeira linha corresponde às cartas do primeiro jogador enquanto a segunda corresponde às cartas do segundo jogador. A terceira linha contém a descrição das cinco cartas na mesa, também separadas por espaço.

                    
                        
                            
                                Caracter
                                Carta
                            
                                 '2'- '9' 
                                 2 - 9 
                            
                            
                                 'T' 
                                 10 
                            
                            
                                 'J' 
                                 Valete 
                            
                            
                                 'Q' 
                                 Dama 
                            
                            
                                 'K' 
                                 Rei 
                            
                            
                                 'A' 
                                 Ás 
                            
                            
                                 'e' 
                                 Espadas 
                            
                            
                                 'c' 
                                 Copas 
                            
                                 'o' 
                                 Ouros 
                            
                            
                                 'p' 
                                 Paus 
                            
                        

                    
                    A descrição de uma carta é dada por 2 caracteres, o primeiro indica o valor da carta e o segundo o seu naipe, conforme a tabela acima.";Para cada instância, imprima uma linha contendo um número inteiro. Imprima 1 se o primeiro jogador ganha essa instância, imprima 2 caso o segundo ganhe e imprima 0 se houver um empate, mesmo depois de aplicadas as regras de desempate.;False;9 / 10;33;5;15.15%
2115;Produção em Ecaterimburgo;Paradigmas;6;"Ecaterimburgo é uma cidade russa localizada na fronteira entre a Europa e a Ásia, nos montes Urais. É a quarta maior cidade da Rússia com mais de 1,4 milhões de habitantes. A principal atividade econômica da cidade está relacionada com a produção de máquinas industriais. As fábricas da cidade produzem boa parte de todas as máquinas usadas na Rússia e exportada para diversos países de todo o mundo. Em especial a produção de ferramentas industriais é famosa no país. As ferramentas são produzidas por máquinas altamente especializadas, e, para cada ferramenta a ser produzida as máquinas gastam um tempo pré-estabelecido para sua produção.

                    Uma das fábricas possui apenas uma dessas máquinas e seu gerente precisa da sua ajuda para melhorar sua produtividade. Os pedidos de ferramentas chegam na fábrica de forma contínua, isto é, no início do dia nem todos os pedidos podem ser processados, pois estes estarão disponíveis ao longo do dia. O gerente acha que os funcionários não estão escolhendo bem a ordem na qual os pedidos são atendidos e quer analisar as sequências de pedidos de dias anteriores. Dessa forma, ele pede que você determine, para um dado dia, o menor instante possível em que todos os pedidos estariam finalizados.";"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF).

                    Cada instância começa com o número N (1 ≤ N ≤ 105) de tarefas que serão processadas no dia. As N linhas seguintes têm o tempo di em que a tarefa estará disponível e o tempo pi de processamento da tarefa na máquina (1 ≤ di, pi ≤ 104). O início do processamento se dá no instante 1.";Para cada instância seu programa deverá imprimir o menor instante em que a tarefa que for processada por último terminará seu processamento.;False;6 / 10;1510;556;36.82%
2116;Diversão dos Alunos;Ad-Hoc;2;"Juilherme e Jogério, gostam muito de jogos matemáticos. Juilherme acabou de criar mais um jogo matemático para eles se divertirem enquanto assistem essa competição online.

O jogo consiste nos seguintes passos:

1) Juilherme escolhe um número N e Jogério escolhe um número M.
2) Juilherme e Jogério devem então achar dois números primos P1 e P2, de tal forma que eles sejam o mais próximo possível do que numero N e M, respectivamente. Além disso P1 deve ser menor ou igual a N e P2 deve ser menor ou igual a M.
3) A resposta final do desafio é encontrar a multiplicacão de P1 e P2. Quem achar a resposta primeiro é o vencedor.

Como eles irão tentar achar a resposta o mais rápido possível, algumas vezes chegando a resultados incorretos, eles precisam de um programa que entregue a resposta final do jogo, para que possa ser comparada com a resposta encontrada por eles.

Usando as informacoes do jogo, faça um programa que dado os números N e M imprima o resultado final.";A entrada do programa consiste de apenas uma linha com N e M (2 <= N, M <= 1000).;A saída do seu programa deve conter apenas uma linha informando a resposta final do jogo.;False;2 / 10;1000;584;58.40%
2117;Mestre Me Ajude;Grafos;10;"Mestre Pátio Zero é um coordenador do Farias Brito que usa de sua extensa rede de amigos no FB (FariasBook) para auxiliar jovens alunos que desejam estudar na organização. Recentemente, ele decidiu ampliar ainda mais seu número de amigos, e fará isso comentando fotos avulsas de pessoas que são amigas de seus amigos.

Baseado em um recente estudo do renomado instituto de pesquisa FBideias, Mestre sabe que uma determinada pessoa i aceitará sua solicitação de amizade após ele deixar um comentário S em uma de suas fotos se a letra favorita da pessoa i aparecer pelo menos Ki vezes em S, não importando se a letra aparece em sua forma maiúscula ou minúscula.

Por carregar consigo o nome da Organização, Mestre enviou para o FBideias todos os seus possíveis comentários, e recebeu uma lista com os N que foram aprovadas como politicamente corretos, mas como o FariasBook tem uma política contra SPAM muito rígida, ele não pode repetir o mesmo comentário em duas fotos distintas.

Jogério Rúnior estuda para olimpíadas de informática no colégio, e por isso Mestre decidiu pedir a ajuda dele em duas tarefas: consertar sua impressora e escolher o que comentar em cada foto de modo que seu número de amigos aumente o máximo possível. Ele percebeu que a impressora apenas estava com um cabo solto, resolveu esse problema e passou para você, a novata Fia Breire, a missão de comentar as fotos. Ajude o Mestre!";A primeira linha da entrada contêm dois inteiros: N e M (3 ≤ N, M ≤ 1000), o número de comentários na lista que mestre recebeu e o número de pessoas que são amigos de amigos do Mestre, respectivamente. As próximas N linhas irão conter cada um dos comentários da lista que Mestre recebeu. Cada linha representa um comentário. Por restrição do FariasBook, cada comentário só pode conter no máximo 140 caracteres, que devem ser letras (minúsculas ou maiúsculas) ou espaços. As próxima M linhas contêm cada uma, uma letra maiúscula Ci e um inteiro Ki, que representam, respectivamente, a letra favorita da pessoa i e quantas vezese ela deve aparecer em um comentário para que a pessoa aceite a solicitação de amizade do Mestre.;Seu programa deve gerar uma única linha que contêm um único inteiro: o maior número de amigos que o Mestre pode conseguir.;False;10 / 10;261;62;23.75%
2118;Qual a Sede?;Grafos;10;"Em Fortaleza, todos os estudantes pretendem estudar em alguma sede do Colégio Farias Brito, porém como existem muitas sedes na cidade, alguns estudantes ficam em dúvida em qual sede se matricular.

Um estudante opta por estudar na sede mais próxima de onde ele mora. Caso existam sedes com mesma distância de onde ele mora, o estudante opta por estudar na sede que obteve mais medalhas em olimpíadas. Caso ainda permaneça o empate, o estudante opta pela sede mais antiga.

O mapa de Fortaleza pode ser desenhado como um grafo, em que os vértices representam os locais, e as arestas representam as ruas (Conectando dois locais). A distância entre dois locais X e Y é determinada pelo número mínimo de ruas que se deve utilizar para chegar em Y a partir de X.

O grande chefe Parcelo Mena ordenou que o estagiário Nhalyson Tepomuceno fizesse um programa que indique qual a melhor sede para os alunos.";"A entrada é composta por múltiplas linhas. A primeira linha da entrada contém quatro inteiros L, S, Q (1 ≤ L, S, Q ≤ 105) e A (1 ≤ A ≤ 106), representando o número de locais, o número de sedes, o números de estudantes e o número de ruas. Cada uma das próximas S linhas contém três inteiros Pi, Mi e Ti (1 ≤ Mi, Ti ≤ 109), representando o local onde a sede está localizada, o número de medalhas da sede e o número de dias que a sede foi construída. Cada uma das próximas A linhas contém dois inteiros X e Y cada, representando que existe uma rua que conecta os locais X e Y. Cada uma das próximas Q linhas contém a localização de cada aluno que deseja se matricular no Farias Brito.

É garantido que para quaisquer duas sedes distintas, elas não foram construídas no mesmo dia.";Para cada localização de um aluno que deseja se matricular no Farias Brito, imprima o identificador da melhor sede que o aluno deve se matricular. Caso não exista sede que seja acessível pelo aluno utilizando as ruas de Fortaleza, imprima “Noic”.;False;10 / 10;344;53;15.41%
2119;Goão e Escadas;Paradigmas;10;"Goão Juilherme é um estudante na Organização Educacional Farias Brito. Uma vez que ele falta muitas aulas, seu supervisor Parcelo Mena pede-lhe constantemente para ir ao seu escritório para repreendê-lo. Farias Brito é uma escola bastante estranha, tendo muito mais escadas do que pisos, e algumas escadas vão diretamente de um andar para outro muitos níveis acima. Goão não gosta de mudanças, então ele decide que quer usar apenas a mesma rota para chegar ao escritório de Parcelo, no entanto, ele não quer fazer a mesma coisa todos os dias. Goão então resolve ele vai subir as escadas de diferentes maneiras, às vezes ele vai saltar dois degrau e em seguida, subir apenas um ou ele pode subir um e saltar dois ou ainda subi um e depois um e assim por diante. Juilherme agora precisa de sua ajuda para determinar a rota que ele pode usar a maior quantidade de vezes antes que ele tenha de repetir a maneira como ele sobe uma escada dela. Uma vez que ele tem uma memória finita, ele só se preocupa com o quantidade modulo 109 + 9.

Nota: Para subir uma escada, a soma dos tamanhos de saltos que Goão usa deve ser igual a quantidade de passos na escada.";A entrada começa com três inteiros N (N ≤ 10000), M (N ≤ 100000) e K (K ≤ 1000), respectivamente, o número de andares, o número de escadas e o número de diferentes tamanhos de salto de Goão. A linha a seguir contêm K numeros, as alturas dos saltos de Juilherme. Os últimos M linhas contêm três inteiros, A, B e C (0 ≤ A ≠ B ≤ N - 1, 1 ≤ C ≤ 1000), descrevendo que uma escada conecta andares A e B e tem etapas C, Juilherme começa sempre piso 0 e o escritório de Mena é no piso N - 1.;A saída do número de vezes Goão pode utilizar a via desejada módulo 109 + 9.;False;10 / 10;191;30;15.71%
2120;Tutores;Estruturas e Bibliotecas;10;"Cada vez que um novo aluno entra da Organização Educacional Farias Brito, ele recebe um tutor para ajudá-lo a conhecer a todos e tudo na escola.

O sistema da escola para determinar o tutor de cada novo aluno foi criado por um louco chamado Succa Liaudzionis. Succa decidiu usar o número de matrícula de cada aluno para seguir o padrão de uma árvore binaria de busca (porque sim), desta maneira:


	O primeiro aluno, com matrícula X1 vira a raíz da árvore e então não possui tutor.
	Os números X2, X3, …, Xn são adicionados um a um a árvore. Para adicionar um número Xi, você deve percorrer a árvore partindo da raíz e usando as seguintes regras:



	O ponteiro está inicialmente apontando para a raíz da árvore.
	Se Xi é menor que o número do nó atual, o filho da esquerda passar a ser o nó atual. Senão, o filho da direita vira.
	Se, em algum momento, o filho desejado não existir, cria-se um novo nó contendo o valor de Xi. A matrícula do tutor do estudante atual é o pai de Xi na árvore.


Por exemplo, se a ordem na qual os números forem adicionados for (3, 1, 4, 2, 5), a árvore fica desta maneira:





Succa precisava de espaço extra em seu computador e decidiu apagar toda informação envolvendo os tutores dos alunos. Agora, seu chefe, Jeixeira Túnior, pediu a mesma informação sobre Q alunos que ele acabou de deletar! Succa considerou perguntar a cada estudante quem é seu tutor, mas isso demoraria tempo demais.

Por outro lado, Succa ainda sabe a ordem na qual os estudantes foram adicionados a árvore. Como Succa não é tão brilhante quanto louco, ele precisa da sua ajuda para usar essa informação e determinar o tutor de cada aluno.";A entrada consiste de quatro linhas. A primeira contém um inteiro N (2 ≤ N ≤ 100 000), o número de estudantes do Farias Brito. A segunda linha contém n inteiros distintos Xi (1 ≤ Xi ≤ 109), representando a matrícula de cada um dos n alunos na ordem em que eles foram adicionados ao sistema. A terceira linha contém Q (1 ≤ Q ≤ 99 999). A quarta linha contém os Q alunos representados por números de 1 a N que se quer informação (não será pedida informação sobre o primeiro aluno).;A saída consiste em Q inteiros. Os inteiros representam, em ordem, a matrícula dos tutores de cada aluno na ordem que foi pedida.;True;10 / 10;248;55;22.18%
2121;Turismo em Ecaterimburgo;Grafos;9;"Muitos podem pensar: “O que vou fazer em Ecaterimburgo? Essa cidade é no fim do mundo!!!”. Entretanto, muitas coisas interessantes ocorreram na cidade, possuindo vários monumentos e locais históricos. Para citar alguns, Ecaterimburgo tem um monumento que é um grande teclado de computador localizado na beira do rio Izet; um monumento a Michael Jackson (!!); na mansão Ipatiev foram assassinados os Romanovs (o czar Nicolau, sua esposa, quatro filhas e filho); lá houve um vazamento de antraz em 1979; um piloto de U2 americano foi capturado e condenado por espionagem; entre outros. Ou seja, existe muito há fazer nos dias em que a cidade for visitada.

                    A central de turismo de Ecaterimburgo construiu um mapa com as principais atrações turísticas da cidade, assim como os belos passeios ligando esses caminhos. Esse mapa também mostra um nível de dificuldade de cada passeio (relacionado à duração, pavimentação da via, relevo etc.) e o sentido no qual ele deve ser feito. Eles desejavam construir uma rota que passasse por todas as atrações turísticas e os passeios. Foi idealizado, então, um concurso que visava fazer esta rota e, ao mesmo tempo, homenageava uma das cidades irmãs de Ecaterimburgo: Caliningrado, cujo nome até o final da segunda guerra mundial era Königsberg. A ideia era construir uma rota em que se partisse de uma das atrações, e passando por todos os passeios se retornasse ao ponto de partida. Sabemos que, como no caso das pontes de Königsberg, nem sempre é possível construir uma rota assim. Por isso a central permitiu que, se necessário, os passeios poderiam ser feitos mais de uma vez. No entanto, ela exigiu que a dificuldade total da rota (soma das dificuldades de cada passeio multiplicado pelo número de vezes que ele é feito) fosse mínima. Dessa forma, o concurso consistia de propor, a partir de uma rota inicial, quais passeios deveriam ser percorridos mais de uma vez e quantas vezes, para se obter uma rota como a desejada pela central.";"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF).

                    A primeira linha de cada instância contém dois inteiros N (2 ≤ N ≤ 50) e M (0 ≤ M ≤ N2+103), o número de atrações da cidade e o número de passeios respectivamente. As próximas M linhas contém três inteiros, ai, bi, di (1 ≤ ai, bi ≤ N) indicando que o passeio i começa em ai, termina em bi e tem dificuldade di (1 ≤ di ≤ 3x104).";Para cada instância imprima a dificuldade total mínima da rota desejada. Se for impossível obter uma rota da forma desejada, imprima “impossivel”.;False;9 / 10;15;1;6.67%
2122;Votação em Ecaterimburgo;Estruturas e Bibliotecas;9;Ecaterimburgo, Rússia, é uma cidade com um curioso sistema de votação. Em uma eleição em que haja V vagas para um cargo, cada eleitor tem direito a fazer V votos, ordenados em sua ordem de preferência. Assim, se, por exemplo, há 3 vagas de senador, cada eleitor vota em até 3 nomes. Serão eleitos os candidatos que tiverem o maior número de votos, sem importar em que posição da preferência do eleitor está o candidato. Apenas quando há empate no número de votos se torna relevante a ordem dada pelos eleitores. Ganha aquele candidato que tiver mais indicações em primeiro lugar. Se persistir o empate, em segundo lugar, e assim por diante. Caso dois ou mais candidatos que estejam em posição de serem eleitos tenham exatamente o mesmo número de indicações em todas as posições, todos são eleitos (podendo inclusive exceder o número de vagas). Candidatos com zero votos podem ser eleitos se ainda existir vagas disponíveis.;"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF).

                    Cada instância começa com o número N (1 ≤ N ≤ 105) de eleitores, o número K de candidatos e V (1 ≤ V ≤ K ≤ 100) de vagas. A seguir vêm N linhas com os votos de cada um dos eleitores. Em seu voto, o eleitor i indicará o número Li (1 ≤ Li ≤ 100) de candidatos em quem votará, e os índices destes candidatos na sua ordem de preferência. Índices de candidatos fora do intervalo [1, K] significam votos em branco apenas para a opção de preferência correspondente. Se indicar mais que V votos, os últimos serão desconsiderados. Um eleitor nunca indica o mesmo candidato mais de uma vez.

                    A entrada deve ser lida da entrada padrão.";"Para cada instância da entrada seu programa deverá imprimir, em uma única linha, a lista de candidatos eleitos ordenada pela classificação dos candidatos na eleição. No caso de dois candidatos possuírem a mesma classificação, o de menor índice vem antes.

                    A saída deve ser escrita na saída padrão.";False;9 / 10;144;32;22.22%
2123;A Lei Vai a Cavalo!;Ad-Hoc;7;"A Polícia Montada Real Canadense (Royal Canadian Mounted Police) é uma instituição muito famosa, cujas origens remontam ao século XIX. Sua tarefa é levar a lei aos locais mais longínquos do país continental. Hoje a polícia montada tem um efetivo de 25000 homens e cerca de 5000 cavalos.

                    Cada sede da RCMP tem uma fazenda de cavalos em que os animais são muito bem cuidados, e designados aos policiais com quem têm mais afinidade. Esta afinidade é inferida em observações dos oficiais com vários anos de experiência, observando os policiais montando os animais disponíveis. No Fairmont Banff Springs Stables, onde ficam os cavalos montados pelos policiais da região de Banff Springs, é necessário resolver o problema de decidir quais soldados montarão quais cavalos. Note que um cavalo pode ser montado por vários policiais, mas um policial só monta um determinado cavalo. Cada cavalo tem um limite de policiais que podem montá-lo. Ou seja, de posse da afinidade dos vários policiais com os animais que montou nos últimos tempos, deseja-se encontrar uma atribuição dos cavalos aos vários policiais, de tal forma que o maior número possível de policiais tenham um cavalo para montar.";"A entrada é composta de diversas instâncias. A primeira linha de cada instância consiste em três inteiros n (1 ≤ n ≤ 100), m (1 ≤ m ≤ 100) e k (1 ≤ k ≤ 1000) indicando o número de cavalos, o número de soldados e o número de afinidades. A linha seguinte contêm n inteiros c1, c2, .., cn indicando que no i-ésimo cavalo pode montar ci (1 ≤ ci ≤ 100) soldados. Nas k linhas seguintes temos dois inteiros u (1 ≤ u ≤ n) e v (1 ≤ v ≤ m) indicando que existe afinidade entre o cavalo u e o soldado v.

                    A entrada termina com final de arquivo.";"Para cada instância, você deverá imprimir um identificador Instancia k, onde k é o número da instância atual. Na linha seguinte imprima o número máximo de policiais que podem ter um cavalo para montar em uma atribuição.

                    Após cada instância imprima uma linha em branco.";False;7 / 10;486;156;32.10%
2124;Cardápio da Sra. Montagny!;Paradigmas;6;"Sra. Montagny é uma socialite de Quebec, que passa as férias em Banff, na sua mansão à beira do Lake Louise. Seus jantares são famosos porque ela com antecedência passa um questionário aos convidados onde os mesmos participam da escolha do cardápio. No questionário, a famosa magnata lista todos os pratos que poderá fazer no jantar, oferecendo uma coluna para o convidado selecionar o prato e outra para vetá-lo.

                    É permitido fazer apenas duas escolhas no questionário, ou seja, cada convidado pode selecionar um prato e vetar outro, vetar dois pratos ou selecionar dois pratos. A Sra. Montagny garante que todos os convidados terão pelo menos um de seus desejos atendidos.

                    Antigamente ela mesma dava conta de montar o cardápio e atender o que prometia, mas com o crescimento de suas festas isso tem se tornado impossível. Assim, ela resolveu contratar vocês para fazer um programa que recebe os pedidos dos convidados e responde se é possível montar o cardápio para a festa.";A entrada é composta de diversas casos. Cada caso começa com um inteiro N (1 ≤ N ≤ 1000), indicando a quantidade de questionários recebidos pela Sra. Montagny. Cada uma das próximas N linhas contém dois nomes de comida indicando a preferência de cada convidado. Um nome de comida é uma sequencia de letras [a-z] com no máximo 20 letras. Quando o nome de uma comida é iniciado por ‘‘!’’ significa que o convidado deseja vetar a comida, caso contrário ele deseja selecionar.;"Para cada caso, você deverá imprimir um identificador ""Instancia K"", onde K é o número da caso atual. Na linha seguinte você deve imprimir ""sim"" se for possível atender pelo menos um desejo de cada convidado e ""nao"" caso contrário. Após cada caso, seu programa deve imprimir uma linha em branco.";False;6 / 10;132;68;51.52%
